FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
,Bernardo Silva,MID,MCI,7900000,3,44,4.4,5.56962025316456E-07,5.56962025316456E-06,0,1328245,2,8,0,0,0,4,0,5.6,48640,-1,0,44,1,0.4,0,2.8,2,0,3,0,2,14.1,618166,0,-1,0,1,551,13001,0,0,187,Southampton,Liverpool,Chelsea,Newcastle,Burnley,4.2,3.9,3.8,5.1,4.5,5,4.5,4,5.5,5.4,5.3,3.6,5,6.3,3.8,4.3,3.4,5.1,3.9,5.2,3.7,3.4,5.9,5.6,4.9,5.4,5.2,5.1
Ryan,Bertrand,DEF,SOU,4800000,-6,-1,-0.1,-2.08333333333333E-08,-2.08333333333333E-07,0,46855,1,22,0,0,0,0,0,-0.2,3393,-2,0,-1,2,-0.2,0,-1,0,0,0,0,0,0.5,8281,0,-1,0,0,492,30,0,1,42,Man City,Everton,Arsenal,Watford,Norwich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muhamed,Besic,MID,SHU,4500000,1,1,0.1,2.22222222222222E-08,2.22222222222222E-07,0,11720,0,0,0,0,0,0,0,0.2,251,0,0,1,0,0,0,0.2,0,0,0,0,0,0.2,5708,0,-1,0,0,9,119,0,0,5,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,BOU,5000000,2,20,2,4E-07,4E-06,0,11749,4,12,0,0,0,0,0,4,495,0,0,20,0,0.4,0,2,0,0,2,0,1,0.2,11065,0,-1,0,0,853,285,0,0,118,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,1.6,1.4,1.7,1,1.1,1,1,1.7,1.7,1.3,1,1.9,1,1.8,1.5,2.1,1.2,1.2,1,1.6,1.6,1.9,1,1.4,1.2,1,1.3,1
Yves,Bissouma,MID,BHA,5000000,0,3,0.3,6E-08,6E-07,0,412,0,0,0,0,0,0,0,0.6,50,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0,396,0,-1,0,0,63,37,0,0,10,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Birkir,Bjarnason,MID,AVL,4500000,0,0,0,0,0,0,6710,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,-1,0,0,0,13,0,0,0,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy,Boly,DEF,WOL,5000000,0,34,4.2,8.4E-07,6.8E-06,0,408924,0,7,0,0,0,0,0,6.8,68714,0,0,34,0,0.8,0,4,7,0,3,0,1,5.6,342308,0,-1,0,0,720,4308,0,1,170,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,3.9,5.6,4.1,3.8,4.7,5,6,5.5,4.4,4.3,4.9,5.2,4.7,4.5,5,3.8,5,4.7,5.2,6.3,3.5,5.6,4.2
Gaetan,Bong,DEF,BHA,4400000,0,3,0.3,6.81818181818182E-08,6.81818181818182E-07,0,5404,0,3,0,0,0,0,0,0.7,156,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.1,1451,0,-1,0,0,57,62,0,0,15,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Artur,Boruc,GLK,BOU,4400000,0,0,0,0,0,0,14415,0,0,0,0,0,0,0,0,333,-1,0,0,1,0,0,0,0,0,0,0,0,0.3,4955,0,-1,0,0,0,140,0,0,0,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofiane,Boufal,MID,SOU,5500000,0,19,1.9,3.45454545454545E-07,3.45454545454545E-06,0,11315,0,8,0,0,0,0,0,3.5,746,0,0,19,0,0.2,0,1,0,0,1,0,2,0.1,12702,0,-1,0,0,381,71,0,0,59,Man City,Everton,Arsenal,Watford,Norwich,1,1.2,1.4,1.3,1.2,1.6,1,1,1,1.1,1,1,1.2,1.3,1.1,1.2,1,1.2,1.4,1.2,1.2,1.6,1,1.2,1.1,1.2,1.8,1.4
Robbie,Brady,MID,BUR,5500000,6,10,1,1.81818181818182E-07,1.81818181818182E-06,0,1410,1,1,0,0,0,0,0,1.8,89,0,0,10,0,0.4,0,2.2,0,0,0,0,2,0,979,0,-1,0,0,78,302,0,0,35,Sheffield United,West Ham,Watford,Crystal Palace,Man City,0.6,0.5,0.5,0.6,0.5,0.5,0.7,0.5,0.5,0.6,0.5,0.5,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.7,0.5,0.7,0.5,0.5,0.6,0.5,0.6
Claudio,Bravo,GLK,MCI,4800000,0,0,0,0,0,0,15180,0,0,0,0,0,0,0,0,276,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3227,0,-1,0,0,0,81,0,0,0,Southampton,Liverpool,Chelsea,Newcastle,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhian,Brewster,FWD,LIV,4400000,0,0,0,0,0,0,48228,0,0,0,0,0,0,0,0,1574,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,43280,0,-1,0,0,0,1449,0,0,0,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David,Brooks,MID,BOU,6300000,0,0,0,0,0,0,17467,0,0,0,0,0,0,0,0,107,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,480,0,-1,0,0,0,10,0,0,0,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emiliano,Buendia,MID,NOR,6000000,2,35,3.5,5.83333333333333E-07,5.83333333333333E-06,0,129653,1,23,0,0,0,0,0,5.8,9050,0,0,35,0,0.4,0,2.2,3,0,1,0,4,1.4,173623,0,-1,0,1,892,700,0,0,151,Brighton,Watford,Everton,Arsenal,Southampton,2.8,4.6,2.2,4.2,3.6,4.7,1.8,4.2,1.9,3.8,4.2,2,4.5,2,2.9,2.9,3.2,3.4,4.2,3.5,4.4,2.5,4.4,3,3.6,1.9,4.3,1.8
Dan,Burn,DEF,BHA,4500000,1,26,2.6,5.77777777777778E-07,5.77777777777778E-06,0,11114,0,14,0,0,0,0,0,5.8,561,0,0,26,0,0.5,0,2.2,0,0,3,0,0,0.3,19479,0,-1,0,0,900,734,0,0,154,Norwich,Man Utd,Leicester,Liverpool,Arsenal,2.8,1.8,2.6,2,1.6,2.2,2.1,2.4,2,2,2.4,2.3,3.4,1.4,2.2,3,2.4,3.1,1.9,2.5,1.7,3,1.7,2.3,2,2.5,3.5,1.4
David,Button,GLK,BHA,4000000,0,0,0,0,0,0,399812,0,0,0,0,0,0,0,0,12990,0,0,0,0,0,0,0,0,0,0,0,0,23.5,349103,0,-1,0,0,0,4099,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Byram,DEF,NOR,4400000,1,3,0.3,6.81818181818182E-08,6.81818181818182E-07,0,6544,1,6,0,0,0,0,0,0.7,197,-1,0,3,1,0,0,0.2,0,0,0,0,0,0.1,4114,0,-1,0,0,205,70,0,0,28,Brighton,Watford,Everton,Arsenal,Southampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Willy,Caballero,GLK,CHE,4800000,0,0,0,0,0,0,8825,0,0,0,0,0,0,0,0,182,-2,0,0,2,0,0,0,0,0,0,0,0,0.2,2413,0,-1,0,0,0,70,0,0,0,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary,Cahill,DEF,CRY,4500000,1,20,2.5,5.55555555555556E-07,4.44444444444444E-06,0,84840,1,11,0,0,0,0,0,4.4,2435,0,0,20,0,0.6,0,2.5,1,0,2,0,0,1.8,62420,0,-1,0,0,720,2208,0,0,131,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,2.6,1.5,2.3,1.2,1.9,2,2.3,2.4,2.9,2.3,1.5,2.4,1.6,2.1,2.4,2,3.4,1.4,3,1.3,1.8,2.3,1.5,2.3,2,2.9,1.7,3
,Callum Wilson,FWD,BOU,8000000,1,51,5.1,6.375E-07,6.375E-06,0,954036,2,13,0,0,0,5,0,6.4,104923,0,0,51,0,0.4,0,2.8,4,0,2,0,3,12.8,663749,0,-1,0,1,860,9555,0,0,179,Man Utd,Newcastle,Wolverhampton,Tottenham,Crystal Palace,7.5,5,5.7,6.1,5.4,5.9,6.2,7.2,7,5.6,5.7,7.3,6,6.7,7.2,5,5.7,7,5.8,6.8,5.5,6.3,5.7,7.5,6.4,6.2,6.3,5.4
Dominic,Calvert-Lewin,FWD,EVE,5800000,7,27,3.4,5.86206896551724E-07,4.6551724137931E-06,0,127766,1,10,0,0,0,3,0,4.7,2715,-2,0,27,2,0.7,0,3.8,2,0,2,0,0,1.1,77560,0,-1,0,0,494,4936,0,0,86,Tottenham,Southampton,Norwich,Leicester,Liverpool,4.9,4.1,5.1,2.1,2.6,4.4,2.6,4.4,4.5,2.1,2.9,4.2,2.5,3.9,2.9,4.3,2.5,4.8,2.9,3.6,3.4,4,3,4.2,2.4,4.6,2.1,4
Rafael,Camacho,MID,LIV,4500000,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,-1,0,0,0,3,0,0,0,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Victor,Camarasa,MID,CRY,4600000,0,1,0.1,2.17391304347826E-08,2.17391304347826E-07,0,42286,0,0,0,0,0,0,0,0.2,385,-4,1,1,4,0,0,0,0,0,0,0,0,0.2,3114,0,-1,0,0,5,155,-1,0,3,Leicester,Chelsea,Liverpool,Burnley,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joao Pedro Cavaco,Cancelo,DEF,MCI,5300000,6,17,3.4,6.41509433962264E-07,3.20754716981132E-06,0,89997,1,2,0,0,0,0,0,3.2,1740,-2,0,17,2,0.7,0,3.8,3,0,2,0,0,1.4,81276,0,-1,0,0,307,20199,0,0,94,Southampton,Liverpool,Chelsea,Newcastle,Burnley,2.8,3.5,3.2,4.3,2.6,4,2.9,3.5,3.3,3.2,4.7,3.8,4.1,4,3.5,3.9,3.1,3.3,3.2,3.1,3.1,3.1,4.2,4.7,2.9,2.6,3.8,3.8
Todd,Cantwell,MID,NOR,4800000,1,37,3.7,7.70833333333333E-07,7.70833333333333E-06,0,839234,1,21,0,0,0,2,0,7.7,88852,3,1,37,-3,0.4,0,2,2,0,1,0,2,21.1,2144773,0,-1,0,0,810,15914,-1,0,120,Brighton,Watford,Everton,Arsenal,Southampton,3.1,4.9,2.4,4.6,3.9,5.1,1.9,4.6,2,4.1,4.5,2.2,4.8,2.2,3.2,3.2,3.5,3.7,4.5,3.8,4.7,2.7,4.7,3.3,3.9,2.1,4.7,1.8
Etienne,Capoue,MID,WAT,4800000,0,10,1.7,3.54166666666667E-07,2.08333333333333E-06,0,52241,2,19,0,0,0,0,0,2.1,926,-2,0,10,2,0.1,0,0.5,0,0,0,0,0,0.3,11249,0,-1,0,0,532,15,0,0,76,Chelsea,Norwich,Burnley,Southampton,Leicester,0,0.8,1.4,1.3,0.8,1.3,0.8,1.3,1.6,1.2,1.3,1.1,1.2,0.8,1.4,1,0.8,0.8,0.8,1,0.8,1,0.8,1.4,1.5,0.8,0.8,0.8
,Carlos Sanchez,MID,WHU,4400000,0,3,0.3,6.81818181818182E-08,6.81818181818182E-07,0,20094,0,0,0,0,0,0,0,0.7,771,-1,0,3,1,0,0,0,0,0,0,0,0,0.4,14395,0,-1,0,0,14,552,0,0,9,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Andy,Carroll,FWD,NEW,5400000,0,4,0.4,7.40740740740741E-08,7.40740740740741E-07,0,11246,0,3,0,0,0,0,0,0.7,608,-1,0,4,1,0.1,0,0.8,0,0,0,0,0,0.1,5511,0,-1,0,0,89,52,0,0,10,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Craig,Cathcart,DEF,WAT,4400000,7,21,2.6,5.90909090909091E-07,4.77272727272727E-06,0,177062,1,11,0,0,0,0,0,4.8,1206,-1,0,21,1,0.9,0,4,1,0,2,0,0,1.5,12101,0,-1,0,0,720,1170,0,0,127,Chelsea,Norwich,Burnley,Southampton,Leicester,2.4,1.7,2.3,2.5,1.7,3.1,2,3,2.4,3.4,2.2,1.5,3.1,2.2,3.6,1.6,1.8,2.3,2.1,2.6,1.4,2.1,1.7,2.8,3.5,2.2,2,1.6
Ivan,Cavaleiro,MID,WOL,4900000,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,320,0,-1,0,0,0,15,0,0,0,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceballos,MID,ARS,5400000,2,25,2.5,4.62962962962963E-07,4.62962962962963E-06,0,843163,0,9,0,0,0,0,0,4.6,36868,-1,1,25,1,0.3,0,1.8,3,0,1,0,2,7.2,989895,0,-1,0,1,569,3012,-1,0,112,Wolverhampton,Leicester,Southampton,Norwich,Brighton,2.5,1.2,2,1.3,2.6,1.4,1.2,1.3,2,1.8,2.5,1.4,2.9,1.2,1.5,2.8,2.6,1.2,2.1,1.7,2.3,2.5,2.1,1.9,1.2,1.6,1.2,2.8
,Cedric,DEF,SOU,4800000,0,9,0.9,1.875E-07,1.875E-06,0,17404,0,4,0,0,0,0,0,1.9,462,-2,0,9,2,0,0,0,0,0,1,0,0,0.2,6005,0,-1,0,0,270,0,0,0,53,Man City,Everton,Arsenal,Watford,Norwich,0.4,0.6,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.6,0.4,0.4,0.5,0.4,0.5,0.4,0.4,0.4,0.4
Nathaniel,Chalobah,MID,WAT,4400000,1,4,0.4,9.09090909090909E-08,9.09090909090909E-07,0,11550,0,1,0,0,0,0,0,0.9,430,-1,0,4,1,0.2,0,0.8,0,0,0,0,0,0.2,7204,0,-1,0,0,165,567,0,0,18,Chelsea,Norwich,Burnley,Southampton,Leicester,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
,Chamberlain,MID,LIV,6200000,0,8,0.8,1.29032258064516E-07,1.29032258064516E-06,0,29427,0,3,0,0,0,0,0,1.3,1572,-3,0,8,3,0.1,0,0.5,0,0,0,0,0,0.4,18047,0,-1,0,0,225,2455,0,0,42,Aston Villa,Man City,Crystal Palace,Brighton,Everton,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Calum,Chambers,DEF,ARS,4400000,0,23,3.8,8.63636363636364E-07,5.22727272727273E-06,0,63653,3,5,0,0,0,1,0,5.2,4139,-1,0,23,1,0.6,0,2.5,2,0,2,0,0,1.6,106264,0,-1,0,0,495,4438,0,0,90,Wolverhampton,Leicester,Southampton,Norwich,Brighton,4,3.1,3.9,3,4.3,3.9,3.6,3.9,2.6,4.3,5.2,3.6,4.3,3.1,2.6,5.7,5.7,3.2,5.1,2.9,4.3,4.9,3.3,4.7,3.6,4.2,3.9,5.2
James,Chester,DEF,AVL,4300000,0,0,0,0,0,0,5769,0,0,0,0,0,0,0,0,45,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,287,0,-1,0,0,0,63,0,0,0,Liverpool,Wolverhampton,Newcastle,Man Utd,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chicharito,FWD,WHU,6000000,0,9,4.5,7.5E-07,1.5E-06,0,138776,0,4,0,0,0,1,0,1.5,459,0,0,9,0,0,0,0,2,0,0,0,0,0.4,86718,0,-1,0,1,106,16,0,0,27,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benjamin,Chilwell,DEF,LEI,5500000,19,42,5.2,9.45454545454545E-07,7.63636363636364E-06,0,201900,1,6,0,0,0,1,0,7.6,4681,0,-1,42,0,1.3,0,7,1,0,3,0,3,8.1,387236,0,-1,0,1,720,239853,1,0,172,Crystal Palace,Arsenal,Brighton,Everton,Watford,5.7,6.9,4.7,7.8,7.7,5.7,7.4,5.1,6.6,6.1,5.9,6.1,4.2,7.6,6.7,5.3,5.8,4.9,7.8,6,6.6,5.6,7.8,4.7,4.3,6.7,5.6,7.8
Tahith,Chong,MID,MUN,4400000,0,2,0.2,4.54545454545455E-08,4.54545454545455E-07,0,39894,0,0,0,0,0,0,0,0.5,1615,-1,0,2,1,0,0,0.2,0,0,0,0,0,0.6,53057,0,-1,0,0,24,206,0,0,4,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Hamza,Choudhury,MID,LEI,4500000,0,14,1.4,3.11111111111111E-07,3.11111111111111E-06,0,66002,1,4,0,0,0,0,0,3.1,4426,0,0,14,0,0,0,0.2,0,0,1,0,1,1,80159,0,-1,0,0,318,488,0,0,65,Crystal Palace,Arsenal,Brighton,Everton,Watford,0.7,1,0.7,1.1,1.2,0.7,1,0.7,0.7,0.7,0.7,0.8,0.7,0.8,0.7,0.8,0.7,0.7,0.9,0.7,1.1,0.7,1,0.7,0.8,1.2,0.7,1
Andreas,Christensen,DEF,CHE,5000000,0,8,0.8,1.6E-07,1.6E-06,0,88082,2,11,0,0,0,0,0,1.6,2858,0,0,8,0,0.2,0,1.2,0,0,1,0,0,0.7,56503,0,-1,0,0,491,45,0,0,88,Watford,Crystal Palace,Man City,West Ham,Aston Villa,0.4,0.5,0.4,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.4,0.6,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4
Ciaran,Clark,DEF,NEW,4300000,1,8,0.8,1.86046511627907E-07,1.86046511627907E-06,0,6646,2,2,0,0,0,0,0,1.9,266,-2,0,8,2,0.5,0,2,0,0,1,0,0,0.2,3015,0,-1,0,0,270,464,0,0,41,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.4,0.5,0.4,0.4,0.5,0.4,0.4
Leon,Clarke,FWD,SHU,4500000,0,1,0.1,2.22222222222222E-08,2.22222222222222E-07,0,2242,0,0,0,0,0,0,0,0.2,514,0,0,1,0,0,0,0.2,0,0,0,0,0,0.1,6314,0,-1,0,0,13,851,0,0,-1,Burnley,Tottenham,Man Utd,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthew,Clarke,DEF,BHA,4400000,0,0,0,0,0,0,1018,0,0,0,0,0,0,0,0,22,-1,0,0,1,0,0,0,0,0,0,0,0,0,201,0,-1,0,0,0,16,0,0,0,Norwich,Man Utd,Leicester,Liverpool,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom,Cleverley,MID,WAT,4900000,1,24,2.7,5.51020408163265E-07,4.89795918367347E-06,0,14492,0,17,0,0,0,1,0,4.9,2190,-1,0,24,1,0.4,0,2,2,0,1,0,0,0.3,20931,0,-1,0,0,645,138,0,0,120,Chelsea,Norwich,Burnley,Southampton,Leicester,0,1.6,2.8,2.7,1.4,2.7,1.5,2.7,3.1,2.5,2.8,2.4,2.4,1.4,2.9,2.1,1.5,1.8,1.7,2.1,1.8,2.2,1.4,2.8,3.1,1.6,1.4,1.8
Conor,Coady,DEF,WOL,5000000,2,28,2.8,5.6E-07,5.6E-06,0,53118,2,13,0,0,0,0,0,5.6,2198,0,0,28,0,0.8,0,4,1,0,3,0,0,1.5,42349,0,-1,0,0,900,3244,0,0,150,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,2.1,3.6,1.9,2.5,3,2.1,3.2,2.2,2,2.6,2.8,3.7,3.1,2.4,2.3,2.7,2.9,2.5,2.4,2.8,2,2.8,2.6,2.9,3.7,1.8,3.2,2.2
Jack,Colback,MID,NEW,4400000,0,0,0,0,0,0,18534,0,0,0,0,0,0,0,0,538,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,22999,0,-1,0,0,0,30,0,0,0,West Ham,Bournemouth,Aston Villa,Man City,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seamus,Coleman,DEF,EVE,5400000,0,19,2.4,4.44444444444444E-07,3.51851851851852E-06,0,212331,2,12,0,0,0,0,0,3.5,4575,-1,0,19,1,0.2,0,1,2,0,2,0,1,1.8,105243,0,-1,0,0,665,707,0,1,124,Tottenham,Southampton,Norwich,Leicester,Liverpool,2.9,2,2.7,1.2,1.5,2.3,1.3,2.4,2.2,2.1,1.3,2.3,1.7,3.3,1.7,2.9,1.2,2.9,1.3,2.2,1.2,2.5,1.5,2,1.4,3.2,1.8,1.9
Aaron,Connolly,FWD,BHA,4600000,8,26,3.7,8.04347826086957E-07,5.65217391304348E-06,0,38526,0,6,0,0,0,2,0,5.7,5267,1,0,26,-1,1.3,0,5.8,3,0,1,0,2,2.9,223956,0,-1,0,1,278,55654,0,0,83,Norwich,Man Utd,Leicester,Liverpool,Arsenal,5.6,3.4,4.2,3.4,3.4,3.7,3.1,3,3.9,4.2,4.7,3.1,4.9,3.4,3.4,4.9,2.9,4.6,3.2,4.7,2.9,5.1,4.2,3.8,4,5,4.1,3.4
Jack,Cork,MID,BUR,5000000,2,17,2.1,4.2E-07,3.4E-06,0,17241,0,12,0,0,0,0,0,3.4,301,0,0,17,0,0.2,0,0.8,0,0,2,0,0,0.2,9366,0,-1,0,0,662,76,0,0,93,Sheffield United,West Ham,Watford,Crystal Palace,Man City,2.1,1.6,1.4,1.9,1,1,2.2,1.5,1,1.9,1.7,1,1.5,1,2,1.7,2.1,1.3,1.7,1,2.2,1,2.3,1,1,1.9,1,2
Helder,Costa,MID,WOL,4900000,0,0,0,0,0,0,1323,0,0,0,0,0,0,0,0,26,-1,0,0,1,0,0,0,0,0,0,0,0,0,447,0,-1,0,0,0,17,0,0,0,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Cresswell,DEF,WHU,4900000,2,25,5,1.02040816326531E-06,5.10204081632653E-06,0,70449,0,9,0,0,0,2,0,5.1,4990,-1,1,25,1,0.6,0,2.8,2,0,1,0,0,2,166372,0,-1,0,1,443,4953,-1,0,80,Newcastle,Burnley,Tottenham,Chelsea,Wolverhampton,7.4,4.3,7.3,5,5.3,6.3,6.6,0,5.7,6.6,5.3,6.3,7.5,5,6.1,5.1,5.6,5.6,4.8,5.8,5.6,6.1,6,6,4.9,7.2,5.2,7.5
Patrick,Cutrone,FWD,WOL,5700000,0,15,1.5,2.63157894736842E-07,2.63157894736842E-06,0,77922,0,5,0,0,0,1,0,2.6,1639,-3,0,15,3,0.2,0,1.2,0,0,1,0,0,0.7,22332,0,-1,0,0,279,566,0,0,35,Arsenal,Aston Villa,Bournemouth,Sheffield United,West Ham,0.9,1.2,0.9,0.8,1,0.9,1.4,1.2,0.9,0.9,1,0.9,1.5,0.8,0.9,0.9,1.6,1,1,0.9,0.9,0.8,1.1,0.8,1.2,0.9,1.1,1
Pontus,Dahlberg,GLK,WAT,4400000,0,0,0,0,0,0,4184,0,0,0,0,0,0,0,0,97,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,915,0,-1,0,0,0,23,0,0,0,Chelsea,Norwich,Burnley,Southampton,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dalot,DEF,MUN,4900000,0,1,0.1,2.04081632653061E-08,2.04081632653061E-07,0,9783,0,0,0,0,0,0,0,0.2,130,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,1237,0,-1,0,0,59,6,0,0,8,Bournemouth,Brighton,Sheffield United,Aston Villa,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
