FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Craig,Dawson,DEF,WAT,4800000,1,23,1.4,2.91666666666667E-07,4.79166666666667E-06,0,18220,4,24,0,0,0,0,0,4.8,215,-2,0,23,2,0.1,0,0.4,0,0,2,0,0,0.2,6911,0,-1,0,0,1189,310,0,0,171,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0.7,1.3,1,1.3,0.7,0.7,0.9,0.8,0.8,0.7,0.7,0.7,1.1,1.4,0.9,0.9,0.7
Kevin,De Bruyne,MID,MCI,10600000,2,141,7,6.60377358490566E-07,1.33018867924528E-05,0,2152233,2,16,0,0,0,7,0,13.3,31753,11,0,141,-11,0.7,0,7.5,19,0,8,0,14,51.2,4434315,0,-1,0,5,1648,78422,0,0,567,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,7.3,9.4,9.3,7.4,8.5,7.7,9.6,7.8,9.7,8.3,7.2,9.9,10,8.8,9.6,8.8,9.2
David,de Gea,GLK,MUN,5400000,1,63,3,5.55555555555556E-07,1.16666666666667E-05,0,1038968,1,25,0,55,0,0,0,11.7,18199,-1,0,63,1,0.5,0,2.6,5,0,3,0,0,12.1,854432,0,-1,0,1,1890,4521,0,0,308,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,3.6,2.3,3,3,2.4,3.5,2.5,3.1,2.5,3.1,2.2,3.2,2.9,2.6,2.5,3.9,2
Troy,Deeney,FWD,WAT,6200000,1,32,3.2,5.16129032258065E-07,5.16129032258064E-06,0,188310,2,10,0,0,0,3,0,5.2,5835,-3,0,32,3,0.6,0,3.9,3,0,3,0,0,1,65496,0,-1,0,1,813,10864,0,0,127,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,2.8,4.2,2.6,3.7,2.6,2.8,2.9,2.6,3,2.7,3.5,3.1,4.6,3.4,2.7,3.7,2.9
Steven,Defour,MID,BUR,5500000,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,-1,0,0,0,4,0,0,0,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayotomiwa,Dele-Bashiru,MID,WAT,4500000,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,-1,0,0,0,29,0,0,0,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian,Delph,DEF,EVE,5300000,0,21,1,1.88679245283019E-07,3.9622641509434E-06,0,27658,3,16,0,0,0,0,0,4,479,-2,0,21,2,0.4,0,2.1,2,0,2,0,0,0.2,11341,0,-1,0,0,838,540,0,0,146,Brighton,West Ham,Newcastle,Watford,Crystal Palace,0.6,0.5,0.8,0.5,0.7,0.5,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5
Leander,Dendoncker,MID,WOL,4400000,2,47,2.2,5E-07,1.06818181818182E-05,0,1018686,2,24,0,0,0,1,0,10.7,33693,-1,0,47,1,0.7,0,3,3,0,4,0,0,9.7,760200,1,-1,0,1,1727,15843,0,0,225,Newcastle,Southampton,Liverpool,Man Utd,Leicester,2.1,1.8,1.2,1.2,1.3,1.7,1.1,1.9,1.2,2,1.1,1.9,2.1,2,1.6,1.8,1.3
Gerard,Deulofeu,FWD,WAT,6100000,12,69,3.3,5.40983606557377E-07,1.13114754098361E-05,0,493274,3,26,0,0,0,4,0,11.3,7691,-4,0,69,4,0.6,0,3.9,9,0,6,0,3,2.6,288914,0,-1,0,2,1535,38037,0,0,271,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,3,4.4,2.8,3.9,2.7,2.9,3.1,2.8,3.2,2.9,3.7,3.3,4.8,3.6,2.8,3.9,3
Grady,Diangana,MID,WHU,4400000,0,0,0,0,0,0,10344,0,0,0,0,0,0,0,0,145,-1,0,0,1,0,0,0,0,0,0,0,0,0.1,7299,0,-1,0,0,0,49,0,0,0,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Dier,MID,TOT,4900000,0,15,0.714285714285714,1.45772594752187E-07,3.06122448979592E-06,0,17227,4,11,0,0,0,0,0,3.1,838,-1,0,15,1,0.2,0,1.1,0,0,1,0,1,0.2,11369,0,-1,0,0,611,63,0,0,69,Liverpool,Watford,Norwich,Man City,Aston Villa,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Lucas,Digne,DEF,EVE,5700000,1,60,3,5.26315789473684E-07,1.05263157894737E-05,0,1874308,2,30,0,0,0,0,0,10.5,16683,-3,0,60,3,0.5,0,2.6,7,0,5,0,3,11.7,1036502,1,-1,0,2,1707,21571,0,0,337,Brighton,West Ham,Newcastle,Watford,Crystal Palace,3.3,3,4.1,2.2,3.8,1.9,3.5,2.6,3.1,2.5,2.8,2.7,2.5,2,4.5,2.3,3.1
Issa,Diop,DEF,WHU,4400000,0,28,1.9,4.31818181818182E-07,6.36363636363636E-06,0,344626,6,25,0,0,0,0,0,6.4,4538,-1,0,28,1,0,0,0.2,2,0,3,0,0,2.2,234348,0,-1,0,0,1235,581,0,0,186,Sheffield United,Everton,Leicester,Liverpool,Brighton,1.2,1.9,2.5,1.5,1.2,1.3,1.1,1,1.3,1.4,1.3,1.6,1.3,1.3,1.6,1,2.4
Moussa,Djenepo,MID,SOU,5200000,0,31,1.47619047619048,2.83882783882784E-07,5.96153846153846E-06,0,29231,4,8,0,0,0,2,0,6,316,-3,0,31,3,0.2,0,0.9,3,0,1,0,1,0.1,26897,0,-1,0,1,640,167,0,0,119,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0.7,0.8,0.8,0.7,0.9,0.7,0.7,0.9,0.8,0.8,0.9,0.7,0.8,0.7,0.8,1,1.1
Mihai-Alexandru,Dobre,MID,BOU,4500000,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,-1,0,0,0,35,0,0,0,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Doherty,DEF,WOL,6100000,1,73,3.8,6.22950819672131E-07,1.19672131147541E-05,0,332093,1,19,0,0,0,3,0,12,16517,1,0,73,-1,0.5,0,3,6,0,3,0,3,4.9,398406,0,-1,0,2,1427,20082,0,0,255,Newcastle,Southampton,Liverpool,Man Utd,Leicester,5.4,3.7,4.2,3.2,3.8,4.7,4.1,4.4,4.5,4.2,4.5,3.7,3.6,5.1,3.2,5,3.9
Abdoulaye,Doucoure,MID,WAT,5600000,9,56,2.8,5E-07,1E-05,0,192087,5,32,0,0,0,2,0,10,1972,-4,0,56,4,0.6,0,3.1,4,0,6,0,1,1,47376,1,-1,0,0,1741,7404,0,0,265,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,2.3,2.4,1.5,3,2,1.6,1.9,1.8,2.1,2.1,2.6,1.8,2.7,3.1,1.7,1.7,2.1
,Douglas Luiz,MID,AVL,4400000,7,52,2.7,6.13636363636364E-07,1.18181818181818E-05,0,436566,2,24,0,0,0,2,0,11.8,12286,-1,0,52,1,0.5,0,2.4,4,0,5,0,1,3.6,603962,0,-1,0,0,1231,18617,0,0,214,Man City,Brighton,Watford,Bournemouth,Tottenham,1.7,1.7,3.1,2,2.4,2.2,3.4,1.4,2.1,1.8,2.8,1.4,2.9,2.7,1.6,2.8,1.5
Luke,Dreher,MID,CRY,4300000,0,0,0,0,0,0,7666,0,0,0,0,0,0,0,0,492,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,7848,0,-1,0,0,0,876,0,0,0,Arsenal,Man City,Southampton,Sheffield United,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,Drinkwater,MID,AVL,4400000,0,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,131587,0,2,0,0,0,0,0,0.2,83,-1,0,1,1,0,0,0,0,0,0,0,0,0.6,19762,0,-1,0,0,58,220,0,0,4,Man City,Brighton,Watford,Bournemouth,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony,Driscoll-Glennon,DEF,BUR,4000000,0,0,0,0,0,0,645,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,1182,0,-1,0,0,0,173,0,0,0,Chelsea,Leicester,Man Utd,Arsenal,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josip,Drmic,FWD,NOR,5300000,0,12,1.5,2.83018867924528E-07,2.26415094339623E-06,0,14046,0,3,0,0,0,1,0,2.3,71,-2,0,12,2,0,0,0,0,0,0,0,0,0.1,4800,0,-1,0,0,115,33,0,0,35,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,1.1,0.9,0.8,0.8,0.8,0.9,0.8,1.1,1.2,0.9,1.1,0.8,1.1,1,1.2,0.9
Martin,Dubravka,GLK,NEW,5000000,3,79,3.8,7.6E-07,1.58E-05,0,75038,0,33,0,86,0,0,0,15.8,3817,0,0,79,0,0.9,0,4.6,5,0,5,0,0,1.4,87592,0,-1,0,1,1890,4567,0,0,405,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,3,4.2,3.9,4.8,2.9,3.9,4.1,3.5,4.2,5.7,3.4,5.2,3.4,3.3,5.2,3.4,4.4
Mark,Duffy,MID,SHU,5200000,0,0,0,0,0,0,5132,0,0,0,0,0,0,0,0,14,-3,0,0,3,0,0,0,0,0,0,0,0,0,259,0,-1,0,0,0,3,0,0,0,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,Duffy,DEF,BHA,4800000,0,30,1.42857142857143,2.97619047619048E-07,6.25E-06,0,163796,0,12,0,0,0,1,0,6.2,1766,-2,0,30,2,0.3,0,1.3,0,0,2,0,0,1,47712,0,-1,0,0,801,864,0,0,147,Everton,Aston Villa,Bournemouth,West Ham,Watford,0.9,1.6,0.7,1,1.1,0.7,1.2,0.7,0.8,0.7,1.1,0.8,0.9,0.9,0.7,1.4,0.7
Paul,Dummett,DEF,NEW,4400000,0,43,2.9,6.59090909090909E-07,9.77272727272727E-06,0,28449,2,20,0,0,0,0,0,9.8,1063,-1,0,43,1,0.6,0,2.6,4,0,5,0,0,0.2,24237,1,-1,0,0,1215,24,0,0,227,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,2.8,2.6,3.3,1.8,2.6,2.7,2.3,2.8,4.3,2.2,3.6,2.2,2.1,3.6,2.3,2.9
Lewis,Dunk,DEF,BHA,4800000,4,74,3.9,8.125E-07,1.54166666666667E-05,0,728181,7,25,0,0,0,2,0,15.7,20339,3,-1,74,-3,0.6,0,2.6,11,0,5,0,3,13.8,1145162,0,-1,0,3,1710,76022,1,0,390,Everton,Aston Villa,Bournemouth,West Ham,Watford,4.2,5.8,3.7,4.6,4.8,3.7,5.3,3.3,4,3.5,4.9,3.9,4.4,4.2,3.8,5.6,3.2
Jake,Eastwood,GLK,SHU,4300000,0,0,0,0,0,0,13329,0,0,0,0,0,0,0,0,132,-2,0,0,2,0,0,0,0,0,0,0,0,0.1,1696,0,-1,0,0,0,14,0,0,0,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ederson,GLK,MCI,6000000,0,57,3.2,5.33333333333333E-07,9.5E-06,0,1361083,3,20,0,39,0,0,0,9.5,30406,0,0,57,0,0.2,0,1.2,2,0,6,0,0,11.9,839094,0,-1,0,0,1541,2926,0,1,291,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,3.8,3.9,2.9,3.3,3.9,2.8,2.8,2.5,2.9,3.2,3.1,3,4.2,3,3.1,2.8,3.6
John,Egan,DEF,SHU,4500000,1,64,3.04761904761905,6.77248677248677E-07,1.42222222222222E-05,0,34447,2,18,0,0,0,0,0,14.2,3815,0,0,64,0,0.6,0,2.6,3,0,7,0,0,0.9,80772,0,-1,0,0,1788,7887,0,0,324,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,3.7,2.3,2.8,3.1,2.9,3.1,3.5,3.3,3.3,2.3,3.7,2.3,2.7,2.8,2.5,3.7,2.8
Anwar,El Ghazi,MID,AVL,5500000,0,61,3.4,6.18181818181818E-07,1.10909090909091E-05,0,201001,2,25,0,0,0,3,0,11.1,8848,0,0,61,0,0.2,0,1.3,0,0,4,0,4,1,232875,0,-1,0,0,1223,971,0,0,195,Man City,Brighton,Watford,Bournemouth,Tottenham,2.5,2.5,4.3,2.9,3.4,3.2,4.6,2,3,2.7,3.9,1.8,4,3.8,2.4,4,2.2
Ahmed,El Mohamady,DEF,AVL,4200000,0,20,0.952380952380952,2.26757369614512E-07,4.76190476190476E-06,0,135736,0,18,0,0,0,0,0,4.8,3173,-3,0,20,3,0.5,0,1.9,5,0,1,0,1,1,66861,0,-1,0,0,611,2273,0,0,136,Man City,Brighton,Watford,Bournemouth,Tottenham,0.5,0.5,0.6,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.7,0.5,0.5,0.5
Robert,Elliot,GLK,NEW,4000000,0,0,0,0,0,0,811,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4525,0,-1,0,0,0,1004,0,0,0,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey,Elliott,MID,LIV,4500000,1,1,0.05,1.11111111111111E-08,2.22222222222222E-07,0,698,0,0,0,0,0,0,0,0.2,61,0,0,1,0,0,0,0.2,0,0,0,0,0,0,879,0,-1,0,0,1,35,0,0,3,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elneny,MID,ARS,4300000,0,0,0,0,0,0,107856,0,0,0,0,0,0,0,0,2824,-2,0,0,2,0,0,0,0,0,0,0,0,0.7,121327,0,-1,0,0,0,380,0,0,0,Crystal Palace,Sheffield United,Chelsea,Burnley,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mohamed,Elyounoussi,MID,SOU,5300000,0,0,0,0,0,0,3288,0,0,0,0,0,0,0,0,12,-2,0,0,2,0,0,0,0,0,0,0,0,0,293,0,-1,0,0,0,3,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Emerson,DEF,CHE,5500000,0,18,1.5,2.72727272727273E-07,3.27272727272727E-06,0,223720,1,18,0,0,0,0,0,3.3,1684,0,0,18,0,0.1,0,0.6,0,0,1,0,0,0.8,176151,0,-1,0,0,915,535,0,0,167,Burnley,Newcastle,Arsenal,Leicester,Man Utd,0.8,1.2,0.8,0.8,1,1.2,0.9,1.2,1.3,0.8,1.2,1,1.1,0.9,1.1,1,0.8
Bjorn,Engels,DEF,AVL,4500000,0,34,2.4,5.33333333333333E-07,7.55555555555556E-06,0,81273,1,25,0,0,0,0,0,7.6,2536,0,0,34,0,0.1,0,0.4,4,0,3,0,0,0.5,95589,0,-1,0,1,1221,84,0,0,212,Man City,Brighton,Watford,Bournemouth,Tottenham,2.2,1.5,2.5,1.5,2.9,1.6,2.2,1.4,2.2,2,2.1,1.6,2.6,2.9,1.8,2,2
Christian,Eriksen,MID,TOT,8600000,1,44,2.0952380952381,2.43632336655592E-07,5.11627906976744E-06,0,422765,5,16,0,0,0,2,0,5.1,4272,-4,0,44,4,0.3,0,2.4,6,0,1,0,2,2.8,139778,0,-1,0,0,977,917,0,0,179,Liverpool,Watford,Norwich,Man City,Aston Villa,1.1,1.3,1.7,1,1,1.1,1.8,1.3,1.9,1.5,1.9,1.9,1.4,1.9,1.3,1.3,1.1
Jonny,Evans,DEF,LEI,5300000,6,86,4.1,7.73584905660377E-07,1.62264150943396E-05,0,221597,3,19,0,0,0,1,0,16.2,16715,3,-1,86,-3,0.8,0,4.4,7,0,8,0,2,7,619220,0,-1,0,2,1854,40024,1,0,430,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,3.7,3.7,5.5,4.4,3.8,4.3,4.4,6.1,4.1,4.8,4.7,5.5,3.6,4.2,4.3,4.7,5
Lukasz,Fabianski,GLK,WHU,4900000,6,46,5.1,1.04081632653061E-06,9.38775510204082E-06,0,454506,1,10,0,28,0,0,0,9.4,6101,-1,0,46,1,0.5,0,2.3,5,0,4,0,0,2.7,298399,0,-1,1,3,753,29824,0,0,189,Sheffield United,Everton,Leicester,Liverpool,Brighton,5.6,7.4,11.7,6.6,5.7,6,5.3,5,5.9,6.3,6.1,6.2,6,5.9,6.8,5.1,7.6
,Fabinho,MID,LIV,5400000,0,32,1.6,2.96296296296296E-07,5.92592592592593E-06,0,144293,5,10,0,0,0,1,0,5.9,1420,-1,0,32,1,0,0,0,4,0,2,0,1,1,110494,0,-1,0,0,1006,46,0,0,199,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,0,0,0,0,0,0.8,1,1.1,0.8,1,0.8,1,0.9,1.1,1,0.8,0.9
Ralf,Fahrmann,GLK,NOR,4400000,0,1,0.0476190476190476,1.08225108225108E-08,2.27272727272727E-07,0,25138,0,1,0,1,0,0,0,0.2,314,-1,0,1,1,0,0,0,0,0,0,0,0,0.3,4671,0,-1,0,0,21,22,0,0,6,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akin,Famewo,DEF,NOR,4000000,0,0,0,0,0,0,3147,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4317,0,-1,0,0,0,111,0,0,0,Man Utd,Bournemouth,Tottenham,Newcastle,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Felipe Anderson,MID,WHU,6600000,8,55,3.1,4.6969696969697E-07,8.33333333333333E-06,0,507345,1,24,0,0,0,1,0,8.3,3817,-4,0,55,4,0.5,0,3.2,1,0,6,0,4,3,158522,0,-1,0,0,1247,12069,0,0,268,Sheffield United,Everton,Leicester,Liverpool,Brighton,3.6,3.3,4.2,3.1,1.7,1.9,2.8,2.7,3.2,2,2.3,2.7,3.3,2.3,3.5,2.1,3
Federico,Fernandez,DEF,NEW,4400000,0,46,3.1,7.04545454545455E-07,1.04545454545455E-05,0,30353,4,19,0,0,0,2,0,10.5,4163,-1,0,46,1,0.8,0,3.4,4,0,2,0,2,0.7,61223,0,-1,0,2,1103,2294,0,0,215,Wolverhampton,Chelsea,Everton,Norwich,Arsenal,2.2,3.1,2.8,3.6,2.1,2.9,3,2.6,3.1,4.6,2.4,4,2.5,2.4,4,2.5,3.3
,Fernandinho,MID,MCI,5200000,3,34,2,3.84615384615385E-07,6.53846153846154E-06,0,74272,3,17,0,0,0,0,0,6.5,1363,-3,0,34,3,0.4,0,2.3,1,0,6,0,0,0.7,33714,0,-1,0,0,1483,1142,0,1,257,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,1,1.5,1.9,1,1.2,1,1.6,1.1,1.6,1.2,1,1.7,1.7,1.3,1.6,1.4,1.4
Roberto,Firmino,FWD,LIV,9300000,2,91,4.5,4.83870967741936E-07,9.78494623655914E-06,0,1197159,0,9,0,0,0,6,0,9.9,28012,-2,-1,91,2,0.4,0,4,14,0,9,0,5,8.9,993647,0,-1,0,1,1620,40708,1,0,353,Tottenham,Man Utd,Wolverhampton,West Ham,Southampton,5.5,6.4,9.9,5.3,5.7,5.3,5,5.5,4.7,5.6,5.5,6.1,4.9,5.6,5.3,5.4,4.3
John,Fleck,MID,SHU,4900000,2,65,3.6,7.3469387755102E-07,1.3265306122449E-05,0,117265,5,17,0,0,0,4,0,13.3,14185,-1,0,65,1,0.7,0,3.6,7,0,5,0,1,2.3,264689,0,-1,0,3,1558,14398,0,0,307,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,3.2,3.5,2.4,3.1,4,3.8,2.6,3.6,3.5,2.8,3.3,3.5,3.9,2.9,2.7,4,4
Phil,Foden,MID,MCI,5100000,2,15,0.714285714285714,1.40056022408964E-07,2.94117647058824E-06,0,40483,0,3,0,0,0,0,0,2.9,730,-4,0,15,4,0.3,0,1.3,0,0,0,0,1,0.3,13050,0,-1,0,0,231,1005,0,0,64,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Pablo,Fornals,MID,WHU,6000000,3,50,2.6,4.33333333333333E-07,8.33333333333333E-06,0,55006,1,19,0,0,0,1,0,8.3,2624,-5,0,50,5,0.8,0,4.5,3,0,4,0,3,0.5,24401,0,-1,0,1,1102,3465,0,0,175,Sheffield United,Everton,Leicester,Liverpool,Brighton,2.8,2.5,3,2.4,1.3,1.4,2.1,2.1,2.4,1.5,1.7,2,2.5,1.7,2.7,1.6,2.3
Fraser,Forster,GLK,SOU,4300000,0,0,0,0,0,0,47708,0,0,0,0,0,0,0,0,293,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,2986,0,-1,0,0,0,47,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben,Foster,GLK,WAT,4800000,2,81,3.9,8.125E-07,1.6875E-05,0,167454,1,34,0,69,0,0,0,16.9,8906,-2,0,81,2,1,0,4.6,13,0,6,0,0,3.2,195072,0,-1,0,1,1890,34277,0,0,393,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,3.5,5.4,4.4,5.5,3.6,3.1,4.6,4.1,4.2,3.1,3.7,3.8,5,5.7,4.5,4.3,3
Dimitri,Foulquier,DEF,WAT,4000000,0,1,0.3,7.5E-08,2.5E-07,0,12933,0,6,0,0,0,0,0,0.2,1267,0,0,1,0,0,0,0,0,0,0,0,0,0.2,18519,0,-1,0,0,57,80,0,0,12,Bournemouth,Tottenham,Aston Villa,Everton,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Juan,Foyth,DEF,TOT,4900000,0,3,0.142857142857143,2.91545189504373E-08,6.12244897959184E-07,0,3137,1,3,0,0,0,0,0,0.6,115,-1,0,3,1,0.1,0,0.3,0,0,0,0,0,0,2253,0,-1,0,0,66,63,0,0,9,Liverpool,Watford,Norwich,Man City,Aston Villa,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Simon,Francis,DEF,BOU,4400000,0,10,0.476190476190476,1.08225108225108E-07,2.27272727272727E-06,0,2967,1,11,0,0,0,0,0,2.3,138,-1,0,10,1,0.3,0,1.5,1,0,1,0,0,0,3681,0,-1,0,0,458,206,0,1,84,Watford,Norwich,Brighton,Aston Villa,Sheffield United,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Ryan,Fraser,MID,BOU,6900000,1,52,2.6,3.76811594202899E-07,7.53623188405797E-06,0,1102480,2,22,0,0,0,1,0,7.5,4771,-6,0,52,6,0.3,0,1.8,2,0,4,0,3,2.8,134277,0,-1,0,0,1418,1417,0,0,196,Watford,Norwich,Brighton,Aston Villa,Sheffield United,2.8,1.7,2.4,2.3,2.8,2,1.8,1.4,2.3,2,2.7,1.6,2,1.8,1.3,2.2,1.8
,Fred,MID,MUN,5300000,2,28,1.6,3.0188679245283E-07,5.28301886792453E-06,0,18054,4,19,0,0,0,0,0,5.3,986,-2,0,28,2,0.4,0,2,0,0,1,0,0,0.2,16417,0,-1,0,0,1318,922,0,0,202,Norwich,Liverpool,Burnley,Wolverhampton,Chelsea,1.2,0.8,1.3,1.3,0.8,1.5,0.8,0.8,0.8,1.6,0.8,1.3,0.8,1.1,0.8,1,0.8
Ryan,Fredericks,DEF,WHU,4500000,11,55,3.1,6.88888888888889E-07,1.22222222222222E-05,0,110279,5,26,0,0,0,0,0,12.2,5736,0,0,55,0,0.7,0,3.3,5,0,6,0,2,0.7,126410,0,-1,0,1,1537,13171,0,0,296,Sheffield United,Everton,Leicester,Liverpool,Brighton,0,0,0,0,0,0,2.4,2.3,2.8,3.1,2.9,3.3,2.9,2.8,3.4,2.3,4.5
Kieron,Freeman,DEF,SHU,4200000,0,0,0,0,0,0,9718,0,0,0,0,0,0,0,0,184,-3,0,0,3,0,0,0,0,0,0,0,0,0.1,3799,0,-1,0,0,0,141,0,0,0,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke,Freeman,MID,SHU,5100000,0,11,1.2,2.35294117647059E-07,2.15686274509804E-06,0,8982,2,4,0,0,0,0,0,2.2,121,-4,0,11,4,0,0,0.1,0,0,1,0,0,0.1,3100,0,-1,0,0,322,82,0,0,32,West Ham,Arsenal,Man City,Crystal Palace,Bournemouth,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.7
Christian,Fuchs,DEF,LEI,4300000,8,21,1,2.32558139534884E-07,4.88372093023256E-06,0,31367,0,3,0,0,0,0,0,4.9,582,-2,0,21,2,0.5,0,2.3,2,0,2,0,0,0.4,21618,0,-1,0,0,454,2079,0,0,89,Southampton,Burnley,West Ham,Chelsea,Wolverhampton,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.9,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.6
Sam,Gallagher,FWD,SOU,4500000,0,0,0,0,0,0,5468,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2793,0,-1,0,0,0,35,0,0,0,Leicester,Wolverhampton,Crystal Palace,Liverpool,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Garcia,DEF,MCI,4500000,2,10,0.476190476190476,1.05820105820106E-07,2.22222222222222E-06,0,2311,0,5,0,0,0,0,0,2.2,670,0,0,10,0,0.3,0,1.3,0,0,1,0,0,0.1,5872,0,-1,0,0,257,2449,0,0,55,Aston Villa,Crystal Palace,Sheffield United,Tottenham,West Ham,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
