FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Glenn,Murray,FWD,BHA,5700000,1,10,1.4,2.45614035087719E-07,1.75438596491228E-06,0,187479,0,3,0,0,0,0,0,1.8,1489,-3,0,10,3,0.2,0,1,0,0,2,0,0,1.1,36211,0,-1,0,0,266,277,0,0,12,Aston Villa,Everton,Norwich,Man Utd,Leicester,0.7,1.2,1.9,0.7,1.1,0.7,0.7,0.7,0.7,0.7,0.8,1.1,1.2,0.7,1.1,0.9,0.7,1.5,0.7,1.1,0.7,1,0.7,1.4,1.2,0.7,0.9,1,0.8,0.7
Shkodran,Mustafi,DEF,ARS,5300000,0,0,0,0,0,0,26771,0,0,0,0,0,0,0,0,312,-2,0,0,2,0,0,0,0,0,0,0,0,0.4,5626,0,-1,0,0,0,172,0,0,0,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yoshinori,Muto,FWD,NEW,5300000,0,5,1,1.88679245283019E-07,9.43396226415094E-07,0,9348,0,3,0,0,0,0,0,0.9,145,-2,0,5,2,0.1,0,0.5,0,0,0,0,0,0.1,4846,0,-1,0,0,101,76,0,0,9,Chelsea,Wolverhampton,West Ham,Bournemouth,Aston Villa,0.5,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.7,0.5,0.7,0.6,0.5,0.7,0.5,1.2,0.5,0.5,0.6,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.8,0.5,0.5
Marvelous,Nakamba,MID,AVL,4400000,2,9,1.125,2.55681818181818E-07,2.04545454545455E-06,0,31592,0,6,0,0,0,0,0,2,2082,-1,0,9,1,0.5,0,2.2,0,0,1,0,0,1.2,86066,0,-1,0,0,344,2987,0,0,67,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.7,0.9,0.6,0.8,0.6,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,0.6,0.7,0.6,0.8,0.9,0.6,0.6,0.6
Marc,Navarro,DEF,WAT,4000000,0,0,0,0,0,0,5312,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2328,0,-1,0,0,0,69,0,0,0,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfred,Ndidi,MID,LEI,5000000,1,28,4,8E-07,5.6E-06,0,162753,1,6,0,0,0,2,0,5.6,3945,0,0,28,0,0.6,0,3.2,3,0,2,0,0,3.1,247454,0,-1,0,0,630,4830,0,0,138,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,5.4,3.9,2.6,4.9,3.3,5.4,5.6,2.2,5.6,2,3.5,2.8,3.4,4.4,2.8,4.3,4.1,3.6,2.9,2.4,4.4,3.5,5.2,2.9,5.7,2.9,3.8,5.4,2.2,5.5
Tanguy,Ndombele,MID,TOT,6000000,1,25,3.125,5.20833333333333E-07,4.16666666666667E-06,0,666710,0,8,0,0,0,2,0,4.2,8066,0,0,25,0,0.5,0,2.8,2,0,0,0,1,4.2,556356,0,-1,0,0,410,1954,0,0,101,Watford,Liverpool,Everton,Sheffield United,West Ham,4,1.7,2.1,3.8,2,3.9,1.6,3.8,2.6,2.7,3.6,1.7,2.9,2.2,2.5,3.9,1.9,1.6,1.8,3.4,2,3.9,2.9,3.8,3.8,2.8,3.3,2.5,3.4,1.8
Reiss,Nelson,MID,ARS,5300000,0,5,0.625,1.17924528301887E-07,9.43396226415094E-07,0,11510,1,2,0,0,0,0,0,0.9,167,-2,0,5,2,0.1,0,0.5,0,0,1,0,0,0.1,7250,0,-1,0,0,150,40,0,0,15,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
,Neto,MID,WOL,5000000,0,7,0.875,1.75E-07,1.4E-06,0,2026,1,0,0,0,0,0,0,1.4,94,0,0,7,0,0.2,0,1.2,0,0,0,0,1,0,2462,0,-1,0,0,114,51,0,0,20,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.7,0.4,0.4,0.5,0.4
,Neves,MID,WOL,5400000,2,19,2.4,4.44444444444444E-07,3.51851851851852E-06,0,359507,3,10,0,0,0,1,0,3.5,7535,-1,0,19,1,0.3,0,1.5,1,0,2,0,0,6.5,227368,0,-1,0,0,559,1374,0,0,79,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,1.6,2,1.7,1.7,2.2,2.3,1.6,1.9,1.8,1.4,1.2,1.4,2,2.2,2.3,1.2,1.3,2,2.4,1.3,2.2,1.6,2.4,1.3,1.9,3,2.3,1.7,2.4,1.4
Edward,Nketiah,FWD,ARS,4400000,0,0,0,0,0,0,86812,0,0,0,0,0,0,0,0,1193,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,31621,0,-1,0,0,0,147,0,0,0,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georges-Kevin,Nkoudou,MID,TOT,5000000,0,1,1,2E-07,2E-07,0,2217,0,0,0,0,0,0,0,0.2,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1548,0,-1,0,0,2,7,0,0,3,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daniel,N'Lundulu,FWD,SOU,4500000,0,0,0,0,0,0,3425,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0.1,6681,0,-1,0,0,0,156,0,0,0,Wolverhampton,Leicester,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark,Noble,MID,WHU,5000000,2,23,3.8,7.6E-07,4.6E-06,0,40710,2,5,0,0,0,1,0,4.6,1625,0,0,23,0,0.6,0,2.8,2,0,3,0,1,1,74897,0,-1,0,1,518,650,0,0,88,Everton,Sheffield United,Newcastle,Burnley,Tottenham,3.5,4.5,4.5,3.4,3.8,3,4.1,4,4.4,2.7,3.1,4.1,4.7,5.5,4.6,2.6,4.4,2.5,2.9,3.5,3.4,4.1,2.7,3.3,3.9,4.6,2.9,4.8,2.8,3.6
Will,Norris,GLK,WOL,4000000,0,0,0,0,0,0,20225,0,0,0,0,0,0,0,0,572,0,0,0,0,0,0,0,0,0,0,0,0,0.7,12341,0,-1,0,0,0,170,0,0,0,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver,Norwood,MID,SHU,4900000,3,21,2.6,5.30612244897959E-07,4.28571428571429E-06,0,18008,1,7,0,0,0,0,0,4.3,384,-1,0,21,1,0.6,0,3,0,0,3,0,1,0.3,11646,0,-1,0,0,679,357,0,0,127,Arsenal,West Ham,Burnley,Tottenham,Man Utd,1.8,2.1,2.2,1.7,2.2,2.7,2.1,1.9,1.5,2.5,2.3,1.6,1.9,1.5,2.2,1.3,2,2.3,2,1.7,2.3,2.5,1.8,1.7,2.2,1.9,1.4,1.7,2.2,2.9
?rjan,Nyland,GLK,AVL,4400000,0,0,0,0,0,0,6307,0,0,0,0,0,0,0,0,128,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1888,0,-1,0,0,0,20,0,0,0,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael,Obafemi,FWD,SOU,5000000,1,3,0.375,7.5E-08,6E-07,0,12976,0,3,0,0,0,0,0,0.6,237,0,0,3,0,0.1,0,0.5,0,0,0,0,0,0.2,5902,0,-1,0,0,48,138,0,0,3,Wolverhampton,Leicester,Man City,Everton,Arsenal,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Pedro,Obiang,MID,WHU,4500000,0,0,0,0,0,0,4168,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,1420,0,-1,0,0,0,5,0,0,0,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack,O'Connell,DEF,SHU,4500000,7,26,3.2,7.11111111111111E-07,5.77777777777778E-06,0,12432,1,7,0,0,0,0,0,5.8,185,0,0,26,0,0.9,0,4,1,0,3,0,0,0.3,8282,0,-1,0,0,720,420,0,0,136,Arsenal,West Ham,Burnley,Tottenham,Man Utd,2.4,3.7,2.5,3.4,3.9,3.3,3.8,2.6,3.4,3.1,3.2,3.1,3.4,2.9,2.9,1.9,3.4,1.8,2.5,3.7,3.1,4.3,3.2,3.3,2.5,2.3,2.2,3.3,3.8,3.9
Angelo,Ogbonna,DEF,WHU,4500000,1,22,3.1,6.88888888888889E-07,4.88888888888889E-06,0,12002,2,6,0,0,0,0,0,4.9,455,0,0,22,0,0.7,0,3.2,0,0,3,0,0,0.5,18839,0,-1,0,0,630,334,0,0,120,Everton,Sheffield United,Newcastle,Burnley,Tottenham,3.3,3,4.2,2,3.7,2.4,2.7,2.8,3.3,2.6,2.8,3.9,2.2,3.8,4.2,2.7,2.9,2.5,2.8,2.6,2.4,2.7,2.8,2.7,3.8,2.9,2.1,3.6,2.7,3.8
Divock,Origi,FWD,LIV,5300000,1,17,2.8,5.28301886792453E-07,3.20754716981132E-06,0,467558,0,4,0,0,0,1,0,3.2,3490,-2,0,17,2,0.2,0,0.8,3,0,0,0,1,3,323152,0,-1,0,0,163,1132,0,0,60,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,2.3,3.3,2.4,2.5,2,2.5,3.1,3,3.6,2.5,2.1,2,1.5,2.8,3.4,2.3,2.4,3.4,2.3,3.4,2.9,2.5,2.9,3,2.8,2.4,2.8,2.5,3,2.2
,Oriol Romeu,MID,SOU,4500000,2,16,2,4.44444444444444E-07,3.55555555555556E-06,0,49892,2,14,0,0,0,0,0,3.6,1180,0,0,16,0,0.4,0,2,0,0,2,0,0,1.2,43447,0,-1,0,0,693,552,0,0,114,Wolverhampton,Leicester,Man City,Everton,Arsenal,1.8,1.2,1,1.5,1.4,1.6,1.5,1.7,1,1.1,1.2,1.6,1.1,1.1,1.2,1.3,1.2,1.5,1,1.4,1.4,1.2,1.2,1.7,1,1.4,1.1,1.4,1.9,1.4
Ben,Osborn,MID,SHU,4800000,0,2,0.25,5.20833333333333E-08,4.16666666666667E-07,0,1766,0,0,0,0,0,0,0,0.4,35,-2,0,2,2,0,0,0.2,0,0,0,0,0,0,288,0,-1,0,0,13,5,0,0,7,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Nicolas,Otamendi,DEF,MCI,5600000,1,26,3.7,6.60714285714286E-07,4.64285714285714E-06,0,114445,2,9,0,0,0,1,0,4.6,9993,1,0,26,-1,0.8,0,4.5,0,0,2,0,1,8.3,558830,0,-1,0,1,602,12175,0,0,129,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,3.9,4.6,3.1,3.9,3.3,4.9,2.9,5.1,3.3,4.8,3.8,3.7,5.1,4.2,5.1,5.1,3.9,4,3.8,3.5,3.7,3.6,3.4,3.2,4.5,5,3.5,2.8,4.1,4.3
Mesut,Ozil,MID,ARS,7300000,0,2,0.25,3.42465753424658E-08,2.73972602739726E-07,0,84579,0,1,0,0,0,0,0,0.3,1059,-2,0,2,2,0.1,0,0.5,0,0,0,0,0,0.6,14132,0,-1,0,0,70,410,0,0,15,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Troy,Parrott,FWD,TOT,4500000,0,0,0,0,0,0,59558,0,0,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,0,0,0,0,0.9,58232,0,-1,0,0,0,331,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Patricio,GLK,WOL,5100000,6,38,4.8,9.41176470588235E-07,7.45098039215686E-06,0,219868,0,11,0,20,0,0,0,7.5,3254,1,0,38,-1,0.9,0,4.5,4,0,3,0,0,9.7,456956,0,-1,1,0,720,36285,0,0,155,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,4.9,6.2,4.8,6.7,4.1,5.6,6,5,6.6,4.3,4.4,5.5,5.7,6.6,6.3,4.9,5.3,6.9,6.3,5.5,5.5,6,4.4,5.9,5.3,7,7,4.2,7.2,4.9
Bailey,Peacock-Farrell,GLK,BUR,4500000,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0.1,807,0,-1,0,0,0,23,0,0,0,Leicester,Chelsea,Sheffield United,West Ham,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pedro,MID,CHE,6900000,0,7,0.875,1.26811594202899E-07,1.01449275362319E-06,0,242622,0,5,0,0,0,0,0,1,1388,-1,0,7,1,0.1,0,0.8,0,0,1,0,0,1.4,119150,0,-1,0,0,242,343,0,0,28,Newcastle,Burnley,Watford,Crystal Palace,Man City,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.5,0.4,0.4,0.4,0.5,0.4,0.6,0.5,0.4,0.4
Nicolas,Pepe,MID,ARS,9300000,6,27,3.4,3.65591397849462E-07,2.90322580645161E-06,0,279106,1,10,0,0,0,1,0,2.9,4863,-2,0,27,2,0.5,0,4.5,2,0,1,0,2,3.4,152937,0,-1,0,0,559,6519,0,0,92,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,4.6,4.3,3.7,2,3.1,2.3,3.9,2.6,2,2.7,3.5,2.9,4.2,2.4,4,2.3,2.6,4,4.1,1.9,3.1,3,3.6,4.2,3.3,3.6,2.1,2.4,2.1,4.3
,Pereira,DEF,LEI,6100000,1,40,5,8.19672131147541E-07,6.55737704918033E-06,0,174529,0,7,0,0,0,2,0,6.6,4141,1,0,40,-1,1,0,6.2,5,0,2,0,0,9.2,391208,0,-1,0,2,720,72740,0,0,154,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,6.6,5.5,4.6,6.4,4.2,7.5,7.5,5.1,7.4,4.2,6,5.2,5.3,6,3.4,7.1,6.2,4.5,5.5,3.5,7.5,4.9,6.6,5,7.5,4,3.3,6.7,4.7,7.5
Andreas,Pereira,MID,MUN,5000000,2,17,2.4,4.8E-07,3.4E-06,0,71725,1,5,0,0,0,0,0,3.4,856,0,0,17,0,0.4,0,2,0,0,2,0,1,0.5,74269,0,-1,0,0,484,177,0,0,50,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,1.6,1.2,1.5,2.6,2.3,2.1,2.3,1.2,2.8,1.3,2.7,1.2,1.2,2.9,1.2,2.8,2.5,1.2,2.9,1.2,1.3,1.2,2.7,1.3,2.8,1.2,2.1,1.2,2,1.2
Roberto,Pereyra,MID,WAT,5700000,3,15,2.1,3.68421052631579E-07,2.63157894736842E-06,0,203391,1,8,0,0,0,1,0,2.6,1007,-3,0,15,3,0.5,0,2.8,0,0,1,0,0,1,15847,0,-1,0,0,444,256,0,0,53,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,1,2.1,1.4,1,2.1,1.6,1,2.2,1,2.1,2.3,1.5,1.8,1.6,1.6,1,2.1,1.3,1,1.1,1,1.8,1.1,1.5,1,2.2,2,1.1,1,1.1
Ayoze,Perez,MID,LEI,6000000,4,20,2.9,4.83333333333333E-07,3.33333333333333E-06,0,847125,0,4,0,0,0,0,0,3.3,2264,-5,0,20,5,0.5,0,3.2,0,0,2,0,2,3.3,72497,0,-1,0,0,430,1705,0,0,57,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,3.5,2.4,1.5,3.1,2,3.5,3.7,1.4,3.6,1.4,2.1,1.6,2,2.7,1.7,2.6,2.5,2.2,1.7,1.4,2.7,2.1,3.4,1.7,3.7,1.7,2.3,3.5,1.4,3.6
Jordan,Pickford,GLK,EVE,5500000,2,24,3,5.45454545454545E-07,4.36363636363636E-06,0,359480,0,13,0,19,0,0,0,4.4,9849,0,0,24,0,0.4,0,2,1,0,2,0,0,9.5,329465,0,-1,0,0,720,3641,0,0,139,West Ham,Brighton,Tottenham,Southampton,Norwich,3.5,2,3.9,2.7,3.7,2.2,2.2,2.9,2.1,3,3.1,3.1,2,3.1,2.6,4.3,2.4,4.3,1.8,4.3,1.9,2.8,1.6,4,2.2,2.8,2.1,3.9,3.2,2.4
Erik,Pieters,DEF,BUR,4800000,1,34,4.2,8.75E-07,7.08333333333333E-06,0,251756,0,9,0,0,0,0,0,7.1,23765,3,0,34,-3,0.8,0,4,5,0,2,0,3,12.5,925462,0,-1,0,1,684,4516,0,0,160,Leicester,Chelsea,Sheffield United,West Ham,Watford,0,4.7,5.2,5.5,4,6.3,4.2,3.8,6.3,2.6,4.4,6.3,6.1,3.3,6.3,3.6,4.9,4.5,4.1,4.7,6.1,3.4,5.9,3.7,5.2,4.2,3.7,4.7,2.8,5.1
Paul,Pogba,MID,MUN,8400000,0,15,3,3.57142857142857E-07,1.78571428571429E-06,0,577307,0,5,0,0,0,0,0,1.8,5104,-1,0,15,1,0.1,1,0.5,0,0,1,0,2,3.9,273064,0,-1,0,0,450,365,0,0,67,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,2.2,3.6,3.2,3,3.2,1.5,3.8,2,3.7,1.5,1.6,3.9,1.5,3.8,3.4,1.5,3.9,1.6,1.9,1.5,3.8,1.8,3.9,1.5,2.9,1.5,2.9,1.5
Nick,Pope,GLK,BUR,4600000,7,32,4,8.69565217391304E-07,6.95652173913044E-06,0,195602,0,9,0,26,0,0,0,7,4380,1,0,32,-1,0.9,0,4.2,2,0,3,0,0,15,749761,0,-1,0,0,720,14251,0,0,167,Leicester,Chelsea,Sheffield United,West Ham,Watford,3.4,4.4,4.8,5.2,3.7,6,3.9,3.5,6,2.4,4.1,6,5.8,3,5.9,3.3,4.6,4.2,3.8,4.5,5.7,3.1,5.5,3.5,4.8,3.9,3.5,4.4,2.6,4.8
Dennis,Praet,MID,LEI,5300000,2,12,1.5,2.83018867924528E-07,2.26415094339623E-06,0,4610,0,2,0,0,0,0,0,2.3,54,-2,0,12,2,0.4,0,2.2,0,0,1,0,1,0.1,1911,0,-1,0,0,253,156,0,0,46,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,1.3,0.8,0.8,1.1,0.8,1.3,1.4,0.8,1.4,0.8,0.8,0.8,0.8,0.9,0.8,0.9,0.8,0.8,0.8,0.8,1,0.8,1.2,0.8,1.4,0.8,0.8,1.3,0.8,1.4
Sebastian,Prodl,DEF,WAT,4000000,1,1,0.125,3.125E-08,2.5E-07,0,48762,0,0,0,0,0,0,0,0.2,1991,0,0,1,0,0,0,0.2,0,0,0,0,0,1.7,37260,0,-1,0,0,56,1412,0,0,3,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Davy,Propper,MID,BHA,5000000,0,17,2.8,5.6E-07,3.4E-06,0,71632,0,8,0,0,0,0,0,3.4,1576,0,0,17,0,0.2,0,1.2,0,0,2,0,1,0.5,79225,0,-1,0,0,540,11,0,0,80,Aston Villa,Everton,Norwich,Man Utd,Leicester,0,3.1,3.2,1.5,2.7,1.6,2,2.7,1.7,3.1,1.5,3.2,2.1,2,2.4,2.6,1.9,3.2,3.5,3.3,2.5,2.6,1.4,3.2,1.6,1.7,1.4,2.7,3,1.9
Teemu,Pukki,FWD,NOR,7100000,1,54,6.8,9.5774647887324E-07,7.6056338028169E-06,0,849437,1,21,0,0,0,6,0,7.5,203341,6,1,54,-6,0.6,0,4.2,9,0,0,0,2,41.6,3160992,0,-1,0,1,705,7482,-1,0,208,Bournemouth,Man Utd,Brighton,Watford,Everton,7,10.2,6.6,10.2,6.4,10.2,8.3,7.9,5.9,9.2,6.6,10.2,10.2,6,10.2,6.4,6.1,9.3,6.4,10.2,6.8,9.4,10.2,6.8,10.2,6.7,9.8,7.1,10.2,7.6
Christian,Pulisic,MID,CHE,7200000,4,17,2.125,2.95138888888889E-07,2.36111111111111E-06,0,592231,0,8,0,0,0,0,0,2.4,5769,-3,0,17,3,0.1,0,1,0,0,0,0,3,3.2,211394,0,-1,0,0,285,753,0,0,60,Newcastle,Burnley,Watford,Crystal Palace,Man City,1.9,1.3,1.6,2.1,1.1,1.4,1.4,1.3,2,1.1,1.4,1.3,1.5,2,1.5,1.7,1.1,2,1.5,1.8,2,1.1,1.1,1.2,2.1,1.1,2.5,2.1,1.1,1.7
Domingos,Quina,MID,WAT,4400000,0,1,0.125,2.84090909090909E-08,2.27272727272727E-07,0,5529,0,0,0,0,0,0,0,0.2,101,-1,1,1,1,0,0,0,0,0,0,0,0,0.1,3874,0,-1,0,0,4,148,-1,0,2,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Kayne,Ramsay,DEF,SOU,4000000,0,0,0,0,0,0,34423,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,1.3,25171,0,-1,0,0,0,448,0,0,0,Wolverhampton,Leicester,Man City,Everton,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron,Ramsdale,GLK,BOU,4500000,2,25,3.1,6.88888888888889E-07,5.55555555555556E-06,0,20987,0,13,0,27,0,0,0,5.6,1003,0,0,25,0,0.9,0,4.2,3,0,0,0,1,0.9,66373,0,-1,0,1,720,2865,0,0,140,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,3.6,2.9,4.3,3.7,2.8,2.7,2.7,2.7,2.3,3,2.9,2.4,3,3.7,2,3,3.9,3.7,1.9,2.8,2.7,4.3,2.6,4.3,2.6,3.8,4,2.4,2.7,3.2
Marcus,Rashford,FWD,MUN,8400000,2,38,4.8,5.71428571428571E-07,4.52380952380952E-06,0,1433773,1,7,0,0,0,3,0,4.5,14861,-1,0,38,1,0.5,1,4.2,7,0,2,0,2,10.3,828407,0,-1,0,1,683,2432,0,0,132,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,5.8,4.1,4.7,6.6,3.9,7,7.2,4.8,7.2,4.6,6.3,3.4,3.9,7.2,3.9,7,5.8,4.9,7.2,4,6.6,4.4,4.8,3.7,7.2,3.8,6.4,3,6.3,3.3
Nathan,Redmond,MID,SOU,6300000,2,20,3.3,5.23809523809524E-07,3.17460317460317E-06,0,115507,0,12,0,0,0,1,0,3.2,572,-2,0,20,2,0.2,0,1.5,2,0,1,0,0,0.7,24087,0,-1,0,1,527,381,0,0,65,Wolverhampton,Leicester,Man City,Everton,Arsenal,3.8,2.8,2.3,3.2,3.2,3.4,3.4,3.6,2.2,2.5,2.8,3.4,2.5,2.5,2.8,2.9,2.7,3.2,2.4,3,3.1,2.7,2.7,3.7,1.6,3.2,2.6,3,3.9,3.2
Winston,Reid,DEF,WHU,3900000,0,0,0,0,0,0,169909,0,0,0,0,0,0,0,0,2874,-1,0,0,1,0,0,0,0,0,0,0,0,3.2,50899,0,-1,0,0,0,6258,0,0,0,Everton,Sheffield United,Newcastle,Burnley,Tottenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan,Rice,MID,WHU,4900000,2,18,2.2,4.48979591836735E-07,3.6734693877551E-06,0,90747,1,11,0,0,0,0,0,3.7,1726,-1,0,18,1,0.5,0,2.5,0,0,3,0,0,1.8,34335,0,-1,0,0,720,668,0,0,111,Everton,Sheffield United,Newcastle,Burnley,Tottenham,1.4,2,2,1.4,1.6,1.2,1.8,1.7,2,1.1,1.2,1.8,2.1,2.6,2.1,1.1,1.9,1.1,1.2,1.5,1.4,1.8,1.1,1.3,1.7,2.1,1.2,2.2,1.1,1.5
,Richarlison,MID,EVE,7900000,2,33,4.1,5.18987341772152E-07,4.17721518987342E-06,0,554820,1,12,0,0,0,2,0,4.2,14451,-1,0,33,1,0.3,0,2.5,3,0,2,0,1,7,404124,0,-1,0,1,669,4104,0,0,115,West Ham,Brighton,Tottenham,Southampton,Norwich,4.3,3.7,4.7,4.3,5.7,2.4,2.8,4.1,2.6,4.9,5.5,3.8,2.3,5.3,3.1,5.4,3.9,5.7,3.2,5.6,2.8,3.5,2.7,5,2.5,4.4,4,4.5,5.5,5.6
