FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast
Jack,Stephens,DEF,SOU,4400000,0,1,0.125,2.84090909090909E-08,2.27272727272727E-07,0,4389,0,2,0,0,0,0,0,0.2,45,-1,0,1,1,0,0,0,0,0,0,0,0,0.1,1066,0,-1,0,0,72,22,0,0,10,Wolverhampton,Leicester,Man City,Everton,Arsenal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Raheem,Sterling,MID,MCI,12100000,2,48,6.9,5.70247933884298E-07,3.96694214876033E-06,0,928746,2,9,0,0,0,6,0,4,31505,1,0,48,-1,0.2,0,2.8,4,0,2,0,0,38.5,1275154,0,-1,0,1,625,26117,0,0,167,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,8,8.1,8,7.8,7.6,9.1,8.5,9.9,8.6,9,9.6,8,9.8,7.3,10.1,10.4,7.3,7.8,7.2,8.8,7.4,9.8,7.9,6.5,10.2,9.3,9.1,9.1,9,10
,Steve Cook,DEF,BOU,5000000,2,12,1.5,3E-07,2.4E-06,0,9444,1,13,0,0,0,0,0,2.4,186,0,0,12,0,0.3,0,1.5,0,0,0,0,0,0.2,7200,0,-1,0,0,720,215,0,0,108,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,1.2,0.9,1.6,1.2,0.8,0.8,0.8,0.8,0.8,1,0.9,0.8,1,1.2,0.8,1,1.3,1.3,0.8,0.8,0.8,1.5,0.8,1.5,0.8,1.3,1.4,0.8,0.8,1
Enda,Stevens,DEF,SHU,5000000,6,33,4.1,8.2E-07,6.6E-06,0,19532,0,7,0,0,0,0,0,6.6,852,0,0,33,0,0.9,0,4.5,4,0,3,0,1,0.7,35498,0,-1,0,1,720,3927,0,0,165,Arsenal,West Ham,Burnley,Tottenham,Man Utd,3.5,5.3,3.7,4.9,5.4,4.7,5.1,3.8,4.8,4.4,4.6,4.5,4.8,4.2,4.2,2.9,4.8,2.8,3.7,5.2,4.5,5.7,4.7,4.8,3.7,3.4,3.4,4.7,5.4,5.5
Marco,Stiepermann,MID,NOR,5400000,2,14,1.8,3.33333333333333E-07,2.59259259259259E-06,0,7910,2,18,0,0,0,0,0,2.6,158,-1,0,14,1,0.3,0,1.8,0,0,1,0,0,0.1,5145,0,-1,0,0,598,37,0,0,51,Bournemouth,Man Utd,Brighton,Watford,Everton,1,1.9,0.9,1.9,0.9,1.5,1,1.8,0.9,1.6,0.9,1.4,1.9,0.9,1.9,0.9,0.9,1,0.9,1.6,1.5,1.3,1.8,0.9,1.7,0.9,1.3,0.9,1.8,0.9
John,Stones,DEF,MCI,5300000,0,7,0.875,1.65094339622642E-07,1.32075471698113E-06,0,199849,0,3,0,0,0,0,0,1.3,815,-2,0,7,2,0,0,0.2,0,0,1,0,0,1,34460,0,-1,0,0,180,137,0,0,50,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,0,0,0.4,0.4,0.4,0.6,0.4,0.6,0.4,0.5,0.4,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,0.4,0.4,0.4,0.4
,Success,FWD,WAT,4800000,0,2,0.25,5.20833333333333E-08,4.16666666666667E-07,0,44525,0,1,0,0,0,0,0,0.4,648,-2,0,2,2,0,0,0,0,0,0,0,0,0.4,14994,0,-1,0,0,34,18,0,0,5,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andrew,Surman,MID,BOU,4800000,0,3,0.375,7.8125E-08,6.25E-07,0,2749,0,1,0,0,0,0,0,0.6,40,-2,0,3,2,0,0,0.2,0,0,0,0,0,0,741,0,-1,0,0,57,11,0,0,9,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Sam,Surridge,FWD,BOU,4400000,0,0,0,0,0,0,57046,0,0,0,0,0,0,0,0,1094,-1,0,0,1,0,0,0,0,0,0,0,0,0.6,37249,0,-1,0,0,0,194,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matt,Targett,DEF,AVL,4400000,5,14,1.75,3.97727272727273E-07,3.18181818181818E-06,0,52994,0,1,0,0,0,0,0,3.2,171,-1,0,14,1,0.8,0,3.5,3,0,1,0,1,0.4,4012,0,-1,0,0,151,1104,0,0,57,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,1.3,0.9,1.1,0.9,2,0.9,0.9,1.9,1.5,1.1,1.6,1,0.9,1,0.9,1.7,0.9,1.8,1.2,1.3,0.9,1.2,1.4,1.2,1,2.1,2,1.2,1.3,1.1
James,Tarkowski,DEF,BUR,5000000,9,26,3.2,6.4E-07,5.2E-06,0,47407,2,9,0,0,0,0,0,5.2,645,0,0,26,0,0.8,0,4.2,3,0,3,0,0,1.6,39307,0,-1,0,0,720,2770,0,0,127,Leicester,Chelsea,Sheffield United,West Ham,Watford,2.4,3.2,3.5,3.8,2.6,4.7,2.8,2.5,4.7,1.6,2.9,4.7,4.3,2.1,4.4,2.3,3.3,3,2.7,3.4,4.2,2.2,4.1,2.4,3.5,2.8,2.4,3.2,1.8,3.5
Charlie,Taylor,DEF,BUR,4200000,1,1,0.125,2.97619047619048E-08,2.38095238095238E-07,0,60221,0,0,0,0,0,0,0,0.2,464,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.6,5434,0,-1,0,0,35,578,0,0,5,Leicester,Chelsea,Sheffield United,West Ham,Watford,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Neil,Taylor,DEF,AVL,4500000,0,16,2.3,5.11111111111111E-07,3.55555555555556E-06,0,13149,1,11,0,0,0,0,0,3.6,622,0,0,16,0,0.4,0,1.8,0,0,2,0,0,0.3,15504,0,-1,0,0,568,218,0,0,95,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,2,1.3,1.8,1.4,3,1.4,1.3,2.8,2.3,1.8,2.5,1.6,1.2,1.6,1.3,2.5,1.2,2.6,1.9,2.1,1.5,1.8,2.2,1.8,1.5,3,3,1.8,1.9,1.8
Alexander,Tettey,MID,NOR,4500000,0,4,0.5,1.11111111111111E-07,8.88888888888889E-07,0,10224,0,4,0,0,0,0,0,0.9,278,0,0,4,0,0.2,0,0.8,0,0,0,0,0,0.2,7365,0,-1,0,0,105,5,0,0,16,Bournemouth,Man Utd,Brighton,Watford,Everton,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Youri,Tielemans,MID,LEI,6400000,2,28,3.5,5.46875E-07,4.375E-06,0,267223,0,7,0,0,0,1,0,4.4,5993,-1,0,28,1,0.3,0,2.2,2,0,2,0,1,4.2,170762,0,-1,0,1,711,3048,0,0,122,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,4.5,3.2,2.1,4,2.7,4.6,4.7,1.8,4.7,1.8,2.8,2.2,2.7,3.6,2.3,3.5,3.4,3,2.4,1.9,3.6,2.8,4.4,2.4,4.8,2.3,3.1,4.5,1.8,4.6
Kieran,Tierney,DEF,ARS,5400000,0,0,0,0,0,0,39922,0,0,0,0,0,0,0,0,569,-1,0,0,1,0,0,0,0,0,0,0,0,0.8,34322,0,-1,0,0,0,4558,0,0,0,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James,Tomkins,DEF,CRY,5000000,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,-1,0,0,0,58,0,0,0,Man City,Arsenal,Leicester,Chelsea,Liverpool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fikayo,Tomori,DEF,CHE,4700000,2,19,3.8,8.08510638297872E-07,4.04255319148936E-06,0,26010,1,7,0,0,0,1,0,4,3910,2,0,19,-2,1,0,4.5,3,0,1,0,0,5.1,362680,0,-1,0,1,450,22829,0,0,99,Newcastle,Burnley,Watford,Crystal Palace,Man City,5.4,2.7,3.9,5.5,3.4,4.5,5.1,4.3,3.2,3.8,3.6,3.2,3.4,4.1,4.8,3.9,3.6,5.5,5,2.7,5.5,4.1,3.2,4.2,4.8,3.7,5,4.8,3.7,3.7
Lucas,Torreira,MID,ARS,4800000,1,13,1.625,3.38541666666667E-07,2.70833333333333E-06,0,101120,0,4,0,0,0,1,0,2.7,1821,-2,0,13,2,0.2,0,1,0,0,0,0,0,1.4,47322,0,-1,0,0,200,492,0,0,51,Sheffield United,Crystal Palace,Wolverhampton,Leicester,Southampton,1.6,1.5,1.2,0.8,0.9,0.8,1.3,0.8,0.8,0.8,1.1,0.9,1.4,0.8,1.3,0.8,0.8,1.3,1.4,0.8,0.9,0.9,1.1,1.4,1,1.2,0.8,0.8,0.8,1.4
Cenk,Tosun,FWD,EVE,5700000,0,1,0.125,2.19298245614035E-08,1.75438596491228E-07,0,10945,0,1,0,0,0,0,0,0.2,107,-3,0,1,3,0,0,0.2,0,0,0,0,0,0.1,3138,0,-1,0,0,35,53,0,0,2,West Ham,Brighton,Tottenham,Southampton,Norwich,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Andros,Townsend,MID,CRY,5700000,1,16,2,3.50877192982456E-07,2.80701754385965E-06,0,159012,0,6,0,0,0,1,0,2.8,1744,-3,0,16,3,0.4,0,2.2,0,0,1,0,0,1.6,32664,0,-1,0,0,288,357,0,0,78,Man City,Arsenal,Leicester,Chelsea,Liverpool,1,1,1.8,1,1.1,1,2.2,1,2,1,1.5,1.2,1,1.8,1,1.5,2.1,1,2,1,2.2,1.2,1,2.1,1,1.4,1,2.2,1.1,1.7
Adama,Traore,MID,WOL,5000000,16,32,4.6,9.2E-07,6.4E-06,0,19280,0,8,0,0,0,2,0,6.4,874,0,0,32,0,1.4,0,7,6,0,2,0,1,0.8,47836,0,-1,0,1,470,28108,0,0,111,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,4.6,5.3,4.7,4.7,5.7,5.5,4.5,5.2,4.9,4.1,3,4.1,5.4,5.7,5.9,3.6,3.9,5.3,6,3.8,5.6,4.5,6,3.8,5.2,6.8,5.9,4.6,6.1,4.2
Mark,Travers,GLK,BOU,4400000,0,0,0,0,0,0,8349,0,0,0,0,0,0,0,0,99,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1604,0,-1,0,0,0,26,0,0,0,Norwich,Watford,Man Utd,Newcastle,Wolverhampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trezeguet,MID,AVL,5300000,1,9,1.3,2.45283018867925E-07,1.69811320754717E-06,0,174361,2,6,0,0,0,0,0,1.7,1664,-2,0,9,2,0.3,0,1.5,0,0,1,0,1,1.1,47870,0,-1,0,0,395,472,0,1,10,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,0.9,0.6,0.6,0.6,1,0.6,0.6,0.8,1.1,0.7,1,0.6,0.6,0.6,0.6,1.1,0.7,0.7,0.7,1,0.6,0.6,0.6,0.8,0.6,1,1.1,0.6,0.8,0.6
Kieran,Trippier,DEF,TOT,5500000,0,0,0,0,0,0,13432,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0.1,631,0,-1,0,0,0,12,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leandro,Trossard,MID,BHA,5800000,0,11,1.375,2.37068965517241E-07,1.89655172413793E-06,0,80620,0,6,0,0,0,1,0,1.9,252,-2,0,11,2,0,0,0,0,0,0,0,0,0.2,43834,0,-1,0,0,247,52,0,0,40,Aston Villa,Everton,Norwich,Man Utd,Leicester,0.7,1,1.1,0.7,0.9,0.7,0.7,0.9,0.7,1,0.7,1.1,0.7,0.7,0.7,0.8,0.7,1.1,1.3,1.1,0.8,0.8,0.7,1.1,0.7,0.7,0.7,0.9,1,0.7
Tom,Trybull,MID,NOR,4500000,0,9,1.125,2.5E-07,2E-06,0,57648,0,9,0,0,0,0,0,2,982,0,0,9,0,0,0,0,0,0,1,0,0,0.8,43274,0,-1,0,0,325,14,0,0,63,Bournemouth,Man Utd,Brighton,Watford,Everton,0.6,0.9,0.6,0.9,0.6,0.7,0.6,0.9,0.6,0.7,0.6,0.7,0.9,0.6,0.9,0.6,0.6,0.6,0.6,0.7,0.7,0.6,0.9,0.6,0.8,0.6,0.6,0.6,0.9,0.6
Axel,Tuanzebe,DEF,MUN,4400000,2,5,0.625,1.42045454545455E-07,1.13636363636364E-06,0,5689,0,2,0,0,0,0,0,1.1,158,-1,0,5,1,0.3,0,1.2,0,0,0,0,0,0.2,4702,0,-1,0,0,181,475,0,0,25,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.5,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yan,Valery,DEF,SOU,4800000,3,6,0.75,1.5625E-07,1.25E-06,0,17336,0,9,0,0,0,0,0,1.2,170,-2,0,6,2,0.2,0,0.8,0,0,0,0,1,0.2,4662,0,-1,0,0,322,236,0,0,42,Wolverhampton,Leicester,Man City,Everton,Arsenal,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
,Vallejo,DEF,WOL,4800000,0,0,0,0,0,0,17009,0,5,0,0,0,0,0,0,220,-2,0,0,2,0,0,0,0,0,0,0,0,0.3,3348,0,-1,0,0,90,86,0,0,12,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick,van Aanholt,DEF,CRY,5600000,9,39,4.9,8.75E-07,6.96428571428571E-06,0,291208,0,8,0,0,0,2,0,7,5193,1,0,39,-1,0.7,0,3.8,3,0,3,0,0,11.7,591777,1,-1,0,1,720,25213,0,0,138,Man City,Arsenal,Leicester,Chelsea,Liverpool,5.5,3.6,7.4,3.7,6,3,5.4,4.5,6.5,5,7,5.1,3.2,6.3,3.8,5.9,6.6,4.7,7.4,3.8,7.4,3,4.3,6.5,4.1,6.1,4.7,7.4,4.1,7.4
Virgil,van Dijk,DEF,LIV,6500000,2,33,4.1,6.30769230769231E-07,5.07692307692308E-06,0,879345,0,6,0,0,0,1,0,5.1,28214,0,0,33,0,0.5,0,3.5,3,0,2,0,0,46.9,533629,0,-1,0,0,720,8121,0,0,154,Man Utd,Tottenham,Aston Villa,Man City,Crystal Palace,4.3,5.2,4.8,3.3,4.5,4.2,5.8,3.3,5.1,5,4.4,3.9,4.3,4.5,5.9,4.4,3.7,3.5,4.7,4.7,3.3,5.1,5.8,4.1,5.3,4.1,4.2,3.9,3.9,5.4
Jamie,Vardy,FWD,LEI,9000000,2,46,5.8,6.44444444444444E-07,5.11111111111111E-06,0,500832,1,7,0,0,0,5,0,5.2,7316,0,-1,46,0,0.5,0,4.5,8,0,2,0,1,10,467802,0,-1,0,2,720,55473,1,0,143,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,8.7,7.4,4.6,8.5,5.6,8.7,8.7,5.6,8.7,6.8,7.4,5.7,5.1,7.9,5.1,7.9,8.6,5.4,8.2,5.5,8.7,6,8.3,5.8,8.7,5.8,6.3,6.1,5.8,8.7
Michael,Verrips,GLK,SHU,4500000,0,0,0,0,0,0,928,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,-1,0,0,0,10,0,0,0,Arsenal,West Ham,Burnley,Tottenham,Man Utd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Vertonghen,DEF,TOT,5300000,1,10,2,3.77358490566038E-07,1.88679245283019E-06,0,143897,1,8,0,0,0,0,0,1.9,3247,-2,0,10,2,0.4,0,2.2,0,0,1,0,0,2,46384,0,-1,0,0,450,775,0,0,81,Watford,Liverpool,Everton,Sheffield United,West Ham,2.1,1.1,1.4,1.7,1.3,1.2,1.1,1.7,1.1,1.5,1.7,1,1.4,1.5,1.2,2.1,1.3,1.3,1,1.5,1,2.5,1.9,1.8,2.5,1,1.6,1.7,2.3,1.1
Jannik,Vestergaard,DEF,SOU,5200000,0,29,4.1,7.88461538461538E-07,5.57692307692308E-06,0,144012,1,11,0,0,0,1,0,5.6,11484,2,0,29,-2,0.3,0,1.8,6,0,2,0,0,6.2,499958,0,-1,0,2,618,1838,0,0,136,Wolverhampton,Leicester,Man City,Everton,Arsenal,4.7,5.1,4.4,5.4,4.2,4.7,4.6,5.7,4.2,5.1,4.3,5.4,4.8,4.7,3.4,4.8,4.8,3.8,4.9,5.2,5.1,3.8,3.6,5,2.9,5.4,4.6,3.8,3.6,3.9
,Vinagre,DEF,WOL,4300000,6,6,0.75,1.74418604651163E-07,1.3953488372093E-06,0,10404,1,3,0,0,0,0,0,1.4,115,-2,1,6,2,0.3,0,1.5,0,0,1,0,0,0.2,3380,0,-1,0,0,163,354,-1,0,25,Southampton,Newcastle,Arsenal,Aston Villa,Bournemouth,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.4
Mario,Vrancic,MID,NOR,6200000,0,2,0.25,4.03225806451613E-08,3.2258064516129E-07,0,11708,0,1,0,0,0,0,0,0.3,79,-3,0,2,3,0,0,0,0,0,0,0,0,0.1,2042,0,-1,0,0,15,8,0,0,5,Bournemouth,Man Utd,Brighton,Watford,Everton,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Matej,Vydra,FWD,BUR,5400000,0,4,0.5,9.25925925925926E-08,7.40740740740741E-07,0,4777,0,0,0,0,0,0,0,0.7,91,-1,0,4,1,0.2,0,1,0,0,0,0,1,0.1,2954,0,-1,0,0,12,42,0,0,12,Leicester,Chelsea,Sheffield United,West Ham,Watford,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Theo,Walcott,MID,EVE,6200000,0,5,0.625,1.00806451612903E-07,8.06451612903226E-07,0,39903,0,2,0,0,0,0,0,0.8,370,-3,0,5,3,0.1,0,0.8,0,0,0,0,0,0.4,7115,0,-1,0,0,73,130,0,0,9,West Ham,Brighton,Tottenham,Southampton,Norwich,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Kyle,Walker,DEF,MCI,6000000,1,21,2.6,4.33333333333333E-07,3.5E-06,0,617955,2,7,0,0,0,0,0,3.5,19764,0,0,21,0,0.2,0,1.2,0,0,2,0,1,16.7,441782,0,-1,0,0,637,3727,0,0,129,Crystal Palace,Aston Villa,Southampton,Liverpool,Chelsea,2.3,2.8,1.8,2.3,1.9,3.1,1.6,3.2,1.9,2.9,2.2,2.1,3.1,2.5,3.1,3.2,2.3,2.4,2.2,2,2.2,2.1,2,1.8,2.7,3.1,2,1.5,2.4,2.6
Kyle,Walker-Peters,DEF,TOT,4800000,0,5,0.625,1.30208333333333E-07,1.04166666666667E-06,0,260733,0,4,0,0,0,0,0,1,2990,-2,0,5,2,0,0,0,0,0,0,0,0,1.1,92127,0,-1,0,0,241,99,0,0,44,Watford,Liverpool,Everton,Sheffield United,West Ham,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.3
Aaron,Wan-Bissaka,DEF,MUN,5500000,0,18,3,5.45454545454545E-07,3.27272727272727E-06,0,1374813,2,6,0,0,0,0,0,3.3,54444,0,0,18,0,0.3,0,1.8,2,0,2,0,0,19.8,493909,0,-1,0,0,540,421,0,0,112,Liverpool,Norwich,Bournemouth,Brighton,Sheffield United,0,0,1.5,3.3,2.8,4.1,4.1,1.6,4.4,2,4.4,1.5,1.5,3.9,1.8,3.3,3.1,1.5,3.9,2.2,2.7,1.8,3.4,1.6,2.6,2.1,3,1.8,3.7,1.8
Victor,Wanyama,MID,TOT,4900000,0,1,0.125,2.55102040816327E-08,2.04081632653061E-07,0,4806,1,2,0,0,0,0,0,0.2,142,-1,0,1,1,0,0,0.2,0,0,0,0,0,0.1,2948,0,-1,0,0,24,36,0,0,5,Watford,Liverpool,Everton,Sheffield United,West Ham,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Danny,Ward,GLK,LEI,4400000,0,0,0,0,0,0,4899,0,0,0,0,0,0,0,0,122,-1,0,0,1,0,0,0,0,0,0,0,0,0.2,1365,0,-1,0,0,0,26,0,0,0,Burnley,Southampton,Crystal Palace,Arsenal,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joel,Ward,DEF,CRY,4600000,1,32,4,8.69565217391304E-07,6.95652173913044E-06,0,69288,2,8,0,0,0,0,0,7,4491,1,0,32,-1,0.8,0,3.5,5,0,3,0,1,3.5,248300,0,-1,0,0,720,4210,0,0,143,Man City,Arsenal,Leicester,Chelsea,Liverpool,4.1,2.6,6,2.7,4.5,2.1,4,3.3,4.9,4.1,5.3,3.8,2.2,4.8,2.8,4.5,5,3.7,6,2.7,5.7,2.1,3.1,4.9,3,4.6,3.4,6,3,5.8
James,Ward-Prowse,MID,SOU,5800000,2,24,3,5.17241379310345E-07,4.13793103448276E-06,0,41474,1,15,0,0,0,1,0,4.1,1057,-2,0,24,2,0.7,0,4,2,0,2,0,0,0.7,25593,0,-1,0,0,720,731,0,0,109,Wolverhampton,Leicester,Man City,Everton,Arsenal,3.3,2.4,2,2.8,2.7,3,2.9,3.1,1.9,2.2,2.4,3,2.2,2.1,2.4,2.5,2.4,2.8,2,2.6,2.7,2.3,2.3,3.2,1.5,2.8,2.2,2.6,3.4,2.7
Adam,Webster,DEF,BHA,4400000,6,16,3.2,7.27272727272727E-07,3.63636363636364E-06,0,4004,1,7,0,0,0,0,0,3.6,169,-1,0,16,1,0.9,0,4,2,0,2,0,0,0.1,5026,0,-1,0,0,450,1353,0,0,97,Aston Villa,Everton,Norwich,Man Utd,Leicester,3,4.5,3.8,2.6,4.2,2.8,2.3,3,2.7,3.3,2.8,2.5,3,3.3,4.1,1.9,3.1,3.9,3.8,4.5,2.7,3.1,2.7,4.5,2,2.9,2.6,3.3,4.5,2
Danny,Welbeck,FWD,WAT,5900000,2,6,0.75,1.27118644067797E-07,1.01694915254237E-06,0,13805,0,2,0,0,0,0,0,1,292,-1,0,6,1,0.2,0,1,0,0,1,0,0,0.2,9877,0,-1,0,0,205,166,0,0,10,Tottenham,Bournemouth,Chelsea,Norwich,Burnley,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4
,Wesley,FWD,AVL,6000000,14,40,5,8.33333333333333E-07,6.66666666666667E-06,0,146351,0,10,0,0,0,4,0,6.7,2659,0,0,40,0,1,1,6.2,7,0,2,0,1,2.3,221716,0,-1,0,1,694,37656,0,0,124,Brighton,Man City,Liverpool,Wolverhampton,Newcastle,6.6,6.1,5.7,4.8,6.2,4.8,6,7.2,5.1,6.3,7.5,5.7,4.6,6.6,4.9,7.5,5.9,7.5,6.6,4.7,4.4,7.2,4.5,5.7,5.1,7.5,7.2,5.2,6.8,5
Ashley,Westwood,MID,BUR,5400000,5,24,3,5.55555555555556E-07,4.44444444444444E-06,0,34852,3,9,0,0,0,0,0,4.4,415,-1,0,24,1,0.7,0,3.8,2,0,3,0,2,0.5,14375,0,-1,0,0,720,607,0,0,108,Leicester,Chelsea,Sheffield United,West Ham,Watford,1.5,2.6,3.6,2.7,2.3,3.8,1.8,1.5,3.5,2.6,1.9,3.7,2.8,1.6,3.2,1.5,3.1,2.7,3.7,2.3,3,1.5,3.8,1.7,3.6,1.8,1.6,3.3,1.6,3.4
Alfie,Whiteman,GLK,TOT,4000000,0,0,0,0,0,0,2231,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0.3,14229,0,-1,0,0,0,1281,0,0,0,Watford,Liverpool,Everton,Sheffield United,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
